flown,prob
1,0.4733934758449369
2,0.1587756858643307
3,0.08014643394129568
4,0.04977555511974025
5,0.034884291037458326
6,0.025846571223115643
7,0.019963064653199972
8,0.015381556296441569
9,0.0127721121788586
10,0.010620274127824628
11,0.008988690592926717
12,0.007806541587675143
13,0.006695212568913295
14,0.005730971214399337
15,0.005050009805844283
16,0.00464143296071125
17,0.004167483820356933
18,0.0036608485323919725
19,0.003344882438822427
20,0.003094288640474167
21,0.002930857902420954
22,0.0027211217885859972
23,0.0024323941513586544
24,0.002228105728792138
25,0.002078294218910026
26,0.0020374365343967227
27,0.0017677758166089212
28,0.0016942319844849753
29,0.0015335250920659824
30,0.0014218474210629536
31,0.0014055043472576323
32,0.0012420736092044191
33,0.0012420736092044191
34,0.0012802074480835022
35,0.0011576343945435925
36,0.0010541282604432242
37,0.001075919025516986
38,0.0008825259854873505
39,0.0008389444553398269
40,0.0008362206097056068
41,0.0009043167505611122
42,0.0008280490728029462
43,0.0006973044823603756
44,0.0007081998648972565
45,0.0007354383212394587
46,0.0006264844958706501
47,0.000588350656991567
48,0.0006264844958706501
49,0.0005529406637467041
50,0.0005420452812098232
51,0.0005120829792334009
52,0.0005529406637467041
53,0.0004957399054280795
54,0.00045760606654899656
55,0.0004875683685254189
56,0.0005093591335991807
57,0.00042764376457257416
58,0.0003622714693512889
59,0.0003895099256934911
60,0.00036499531498550915
61,0.00036771916061972934
62,0.00041130069076725283
63,0.0003622714693512889
64,0.0002860037915931228
65,0.0003568237780828485
66,0.00035409993244862826
67,0.00035137608681440807
68,0.0002451461070798196
69,0.00031868993920376547
70,0.00027238456342202174
71,0.00027238456342202174
72,0.0002941753284957835
73,0.000275108409056242
74,0.0002669368721535813
75,0.00026966071778780154
76,0.0001906691943954152
77,0.00026148918088514085
78,0.0002533176439824802
79,0.0002533176439824802
80,0.00022607918764027806
81,0.00022063149637183762
82,0.00019611688566385565
83,0.00021245995946917695
84,0.0001743261205900939
85,0.00020701226820073654
86,0.00019339304002963543
87,0.0002015645769322961
88,0.00017704996622431413
89,0.00018249765749275457
90,0.0001906691943954152
91,0.0001743261205900939
92,0.00016615458368743327
93,0.00014981150988211195
94,0.00013619228171101087
95,0.0001906691943954152
96,0.0001416399729794513
97,0.00011167767100302892
98,0.00016070689241899283
99,0.0001552592011505524
100,9.26107515634874e-05
101,0.00014436381861367153
102,0.0001552592011505524
103,0.00013074459044257043
104,0.0001852215031269748
105,0.00010350613410036827
106,0.00011712536227146935
107,0.00013074459044257043
108,0.00010350613410036827
109,0.00011984920790568957
110,0.00011984920790568957
111,0.00011167767100302892
112,7.081998648972566e-05
113,0.00012529689917413
114,0.00010622997973458848
115,0.00012802074480835023
116,0.00011440151663724914
117,9.805844283192783e-05
118,0.00010078228846614805
119,0.00010350613410036827
120,7.626767775816608e-05
121,5.1753067050184135e-05
122,9.53345971977076e-05
123,0.0001089538253688087
124,8.988690592926718e-05
125,0.00010078228846614805
126,6.809614085550543e-05
127,0.00012529689917413
128,7.89915233923863e-05
129,5.1753067050184135e-05
130,8.443921466082675e-05
131,8.988690592926718e-05
132,8.988690592926718e-05
133,7.354383212394588e-05
134,7.081998648972566e-05
135,7.89915233923863e-05
136,8.716306029504696e-05
137,7.081998648972566e-05
138,6.2648449587065e-05
139,7.626767775816608e-05
140,6.2648449587065e-05
141,6.537229522128521e-05
142,6.809614085550543e-05
143,5.9924603952844785e-05
144,7.626767775816608e-05
145,4.0857684513303263e-05
146,7.626767775816608e-05
147,7.354383212394588e-05
148,5.9924603952844785e-05
149,3.540999324486283e-05
150,6.809614085550543e-05
151,8.171536902660653e-05
152,4.902922141596391e-05
153,4.63053757817437e-05
154,8.171536902660653e-05
155,4.0857684513303263e-05
156,6.809614085550543e-05
157,3.540999324486283e-05
158,5.447691268440435e-05
159,4.0857684513303263e-05
160,4.63053757817437e-05
161,7.081998648972566e-05
162,6.537229522128521e-05
163,4.902922141596391e-05
164,5.720075831862457e-05
165,3.268614761064261e-05
166,5.447691268440435e-05
167,5.720075831862457e-05
168,5.9924603952844785e-05
169,4.0857684513303263e-05
170,3.268614761064261e-05
171,5.9924603952844785e-05
172,4.358153014752348e-05
173,4.358153014752348e-05
174,3.540999324486283e-05
175,3.813383887908304e-05
176,3.813383887908304e-05
177,4.358153014752348e-05
178,4.358153014752348e-05
179,4.902922141596391e-05
180,5.1753067050184135e-05
181,3.540999324486283e-05
182,3.540999324486283e-05
183,4.0857684513303263e-05
184,2.9962301976422392e-05
185,4.358153014752348e-05
186,4.63053757817437e-05
187,4.358153014752348e-05
188,5.720075831862457e-05
189,2.9962301976422392e-05
190,3.268614761064261e-05
191,2.7238456342202174e-05
192,3.540999324486283e-05
193,2.9962301976422392e-05
194,2.7238456342202174e-05
195,4.0857684513303263e-05
196,4.902922141596391e-05
197,5.1753067050184135e-05
198,3.813383887908304e-05
199,4.63053757817437e-05
200,4.63053757817437e-05
201,2.9962301976422392e-05
202,2.7238456342202174e-05
203,2.7238456342202174e-05
204,4.358153014752348e-05
205,2.9962301976422392e-05
206,1.3619228171101087e-05
207,3.268614761064261e-05
208,4.902922141596391e-05
209,3.268614761064261e-05
210,5.720075831862457e-05
211,2.9962301976422392e-05
212,2.179076507376174e-05
213,1.6343073805321303e-05
214,2.9962301976422392e-05
215,3.540999324486283e-05
216,3.540999324486283e-05
217,3.540999324486283e-05
218,2.179076507376174e-05
219,4.902922141596391e-05
220,4.358153014752348e-05
221,1.906691943954152e-05
222,2.9962301976422392e-05
223,2.179076507376174e-05
224,1.3619228171101087e-05
225,3.540999324486283e-05
226,2.4514610707981957e-05
227,1.6343073805321303e-05
228,1.6343073805321303e-05
229,1.3619228171101087e-05
230,2.9962301976422392e-05
231,3.813383887908304e-05
232,2.4514610707981957e-05
233,2.4514610707981957e-05
234,1.906691943954152e-05
235,2.179076507376174e-05
236,3.540999324486283e-05
237,2.9962301976422392e-05
238,1.3619228171101087e-05
239,1.3619228171101087e-05
240,3.268614761064261e-05
241,2.7238456342202174e-05
242,2.9962301976422392e-05
243,3.813383887908304e-05
244,1.906691943954152e-05
245,2.179076507376174e-05
246,1.906691943954152e-05
247,2.179076507376174e-05
248,1.906691943954152e-05
249,2.9962301976422392e-05
250,3.268614761064261e-05
251,1.3619228171101087e-05
252,2.179076507376174e-05
253,4.358153014752348e-05
254,4.63053757817437e-05
255,2.4514610707981957e-05
256,1.906691943954152e-05
257,2.179076507376174e-05
258,3.268614761064261e-05
259,2.179076507376174e-05
260,1.906691943954152e-05
261,2.7238456342202174e-05
262,2.4514610707981957e-05
263,2.7238456342202174e-05
264,2.4514610707981957e-05
265,1.089538253688087e-05
266,2.4514610707981957e-05
267,5.447691268440435e-06
268,2.7238456342202174e-05
269,1.089538253688087e-05
270,1.6343073805321303e-05
271,2.7238456342202174e-05
272,2.7238456342202174e-06
273,1.6343073805321303e-05
274,1.6343073805321303e-05
275,1.906691943954152e-05
276,1.6343073805321303e-05
277,2.9962301976422392e-05
278,2.7238456342202174e-05
279,8.171536902660652e-06
280,2.179076507376174e-05
281,2.179076507376174e-05
282,2.179076507376174e-05
283,1.6343073805321303e-05
284,1.6343073805321303e-05
285,2.179076507376174e-05
286,1.906691943954152e-05
287,8.171536902660652e-06
288,1.906691943954152e-05
289,1.6343073805321303e-05
291,1.089538253688087e-05
292,1.089538253688087e-05
293,5.447691268440435e-06
294,1.089538253688087e-05
295,2.179076507376174e-05
296,1.089538253688087e-05
297,1.3619228171101087e-05
298,1.6343073805321303e-05
299,2.9962301976422392e-05
300,2.7238456342202174e-06
301,2.4514610707981957e-05
302,8.171536902660652e-06
303,1.3619228171101087e-05
304,1.3619228171101087e-05
305,2.179076507376174e-05
306,2.179076507376174e-05
307,8.171536902660652e-06
308,1.6343073805321303e-05
309,1.6343073805321303e-05
310,8.171536902660652e-06
311,2.7238456342202174e-06
312,1.089538253688087e-05
313,1.6343073805321303e-05
314,1.6343073805321303e-05
315,8.171536902660652e-06
316,1.3619228171101087e-05
317,1.6343073805321303e-05
318,1.3619228171101087e-05
319,8.171536902660652e-06
320,1.6343073805321303e-05
321,5.447691268440435e-06
322,8.171536902660652e-06
323,1.089538253688087e-05
324,8.171536902660652e-06
325,5.447691268440435e-06
326,2.4514610707981957e-05
327,5.447691268440435e-06
328,8.171536902660652e-06
329,2.7238456342202174e-06
330,8.171536902660652e-06
331,8.171536902660652e-06
332,1.3619228171101087e-05
333,8.171536902660652e-06
334,1.6343073805321303e-05
335,1.3619228171101087e-05
336,1.906691943954152e-05
337,5.447691268440435e-06
338,1.3619228171101087e-05
339,8.171536902660652e-06
340,2.7238456342202174e-06
341,1.906691943954152e-05
342,1.3619228171101087e-05
343,8.171536902660652e-06
344,2.7238456342202174e-06
345,8.171536902660652e-06
346,5.447691268440435e-06
347,1.089538253688087e-05
348,5.447691268440435e-06
349,1.089538253688087e-05
350,1.3619228171101087e-05
351,1.089538253688087e-05
352,1.6343073805321303e-05
353,1.6343073805321303e-05
354,1.906691943954152e-05
355,1.6343073805321303e-05
356,1.3619228171101087e-05
357,8.171536902660652e-06
358,1.089538253688087e-05
359,1.3619228171101087e-05
360,1.089538253688087e-05
361,8.171536902660652e-06
362,1.089538253688087e-05
363,1.6343073805321303e-05
364,1.3619228171101087e-05
365,1.906691943954152e-05
366,1.089538253688087e-05
367,2.7238456342202174e-06
368,5.447691268440435e-06
369,1.3619228171101087e-05
370,5.447691268440435e-06
371,8.171536902660652e-06
372,1.089538253688087e-05
373,1.089538253688087e-05
374,1.906691943954152e-05
375,1.089538253688087e-05
376,1.3619228171101087e-05
377,8.171536902660652e-06
378,5.447691268440435e-06
379,2.7238456342202174e-06
380,1.6343073805321303e-05
381,1.089538253688087e-05
382,5.447691268440435e-06
383,2.179076507376174e-05
384,8.171536902660652e-06
385,2.7238456342202174e-06
386,8.171536902660652e-06
387,1.089538253688087e-05
388,5.447691268440435e-06
389,5.447691268440435e-06
390,1.6343073805321303e-05
391,8.171536902660652e-06
392,8.171536902660652e-06
393,8.171536902660652e-06
394,2.7238456342202174e-06
396,5.447691268440435e-06
397,8.171536902660652e-06
398,2.7238456342202174e-06
399,2.7238456342202174e-06
400,5.447691268440435e-06
401,8.171536902660652e-06
402,8.171536902660652e-06
403,1.089538253688087e-05
404,2.7238456342202174e-06
405,1.3619228171101087e-05
406,8.171536902660652e-06
407,2.7238456342202174e-06
408,1.089538253688087e-05
409,2.7238456342202174e-06
410,5.447691268440435e-06
411,2.7238456342202174e-06
412,8.171536902660652e-06
413,5.447691268440435e-06
414,5.447691268440435e-06
415,8.171536902660652e-06
416,2.7238456342202174e-06
417,1.089538253688087e-05
418,1.6343073805321303e-05
419,2.7238456342202174e-06
420,1.3619228171101087e-05
421,1.3619228171101087e-05
422,5.447691268440435e-06
423,2.7238456342202174e-06
424,5.447691268440435e-06
425,5.447691268440435e-06
426,5.447691268440435e-06
427,2.7238456342202174e-06
428,5.447691268440435e-06
430,5.447691268440435e-06
431,2.7238456342202174e-06
432,5.447691268440435e-06
433,2.7238456342202174e-06
434,2.7238456342202174e-06
435,8.171536902660652e-06
436,1.3619228171101087e-05
437,1.3619228171101087e-05
438,2.7238456342202174e-06
439,5.447691268440435e-06
440,5.447691268440435e-06
442,1.3619228171101087e-05
444,2.7238456342202174e-06
445,2.7238456342202174e-06
446,2.7238456342202174e-06
447,2.7238456342202174e-06
448,8.171536902660652e-06
449,5.447691268440435e-06
450,2.7238456342202174e-06
451,8.171536902660652e-06
452,5.447691268440435e-06
453,8.171536902660652e-06
454,5.447691268440435e-06
455,2.7238456342202174e-06
456,5.447691268440435e-06
457,5.447691268440435e-06
458,1.089538253688087e-05
459,5.447691268440435e-06
460,5.447691268440435e-06
461,5.447691268440435e-06
462,5.447691268440435e-06
463,2.7238456342202174e-06
464,1.089538253688087e-05
465,5.447691268440435e-06
466,2.7238456342202174e-06
467,5.447691268440435e-06
468,8.171536902660652e-06
469,2.7238456342202174e-06
470,2.7238456342202174e-06
471,5.447691268440435e-06
472,5.447691268440435e-06
473,5.447691268440435e-06
474,2.7238456342202174e-06
475,2.7238456342202174e-06
476,8.171536902660652e-06
477,8.171536902660652e-06
478,2.7238456342202174e-06
479,8.171536902660652e-06
480,5.447691268440435e-06
481,5.447691268440435e-06
482,5.447691268440435e-06
483,8.171536902660652e-06
484,1.089538253688087e-05
485,2.7238456342202174e-06
487,8.171536902660652e-06
488,8.171536902660652e-06
489,2.7238456342202174e-06
490,1.089538253688087e-05
491,8.171536902660652e-06
492,2.7238456342202174e-06
493,5.447691268440435e-06
494,8.171536902660652e-06
495,8.171536902660652e-06
497,1.089538253688087e-05
498,2.7238456342202174e-06
499,2.7238456342202174e-06
500,8.171536902660652e-06
501,2.7238456342202174e-06
502,8.171536902660652e-06
503,5.447691268440435e-06
504,5.447691268440435e-06
506,5.447691268440435e-06
507,5.447691268440435e-06
508,8.171536902660652e-06
509,2.7238456342202174e-06
510,8.171536902660652e-06
511,8.171536902660652e-06
512,8.171536902660652e-06
515,5.447691268440435e-06
516,2.7238456342202174e-06
517,5.447691268440435e-06
518,8.171536902660652e-06
519,1.089538253688087e-05
520,2.7238456342202174e-06
521,8.171536902660652e-06
522,2.7238456342202174e-06
525,5.447691268440435e-06
533,2.7238456342202174e-06
534,2.7238456342202174e-06
536,5.447691268440435e-06
537,2.7238456342202174e-06
538,5.447691268440435e-06
539,8.171536902660652e-06
540,5.447691268440435e-06
542,1.089538253688087e-05
543,5.447691268440435e-06
544,2.7238456342202174e-06
545,1.089538253688087e-05
546,5.447691268440435e-06
549,5.447691268440435e-06
550,2.7238456342202174e-06
551,2.7238456342202174e-06
552,8.171536902660652e-06
554,2.7238456342202174e-06
555,2.7238456342202174e-06
556,2.7238456342202174e-06
557,2.7238456342202174e-06
558,8.171536902660652e-06
562,5.447691268440435e-06
563,2.7238456342202174e-06
564,5.447691268440435e-06
566,5.447691268440435e-06
567,8.171536902660652e-06
568,2.7238456342202174e-06
570,2.7238456342202174e-06
571,5.447691268440435e-06
573,5.447691268440435e-06
574,5.447691268440435e-06
575,5.447691268440435e-06
576,5.447691268440435e-06
577,5.447691268440435e-06
578,5.447691268440435e-06
581,5.447691268440435e-06
582,8.171536902660652e-06
584,8.171536902660652e-06
585,5.447691268440435e-06
586,5.447691268440435e-06
587,5.447691268440435e-06
588,5.447691268440435e-06
589,2.7238456342202174e-06
590,5.447691268440435e-06
591,2.7238456342202174e-06
593,5.447691268440435e-06
595,5.447691268440435e-06
596,5.447691268440435e-06
598,2.7238456342202174e-06
599,2.7238456342202174e-06
602,5.447691268440435e-06
603,2.7238456342202174e-06
604,5.447691268440435e-06
605,5.447691268440435e-06
606,2.7238456342202174e-06
607,5.447691268440435e-06
610,5.447691268440435e-06
611,2.7238456342202174e-06
614,5.447691268440435e-06
615,2.7238456342202174e-06
616,1.089538253688087e-05
618,2.7238456342202174e-06
619,8.171536902660652e-06
620,5.447691268440435e-06
621,2.7238456342202174e-06
622,5.447691268440435e-06
623,2.7238456342202174e-06
627,2.7238456342202174e-06
628,5.447691268440435e-06
629,5.447691268440435e-06
631,2.7238456342202174e-06
632,2.7238456342202174e-06
633,5.447691268440435e-06
634,2.7238456342202174e-06
636,2.7238456342202174e-06
637,8.171536902660652e-06
638,2.7238456342202174e-06
640,2.7238456342202174e-06
641,2.7238456342202174e-06
643,5.447691268440435e-06
646,5.447691268440435e-06
649,2.7238456342202174e-06
651,2.7238456342202174e-06
652,5.447691268440435e-06
654,5.447691268440435e-06
655,2.7238456342202174e-06
656,2.7238456342202174e-06
657,5.447691268440435e-06
658,5.447691268440435e-06
660,5.447691268440435e-06
662,2.7238456342202174e-06
663,2.7238456342202174e-06
664,2.7238456342202174e-06
671,2.7238456342202174e-06
673,2.7238456342202174e-06
674,2.7238456342202174e-06
675,5.447691268440435e-06
677,1.089538253688087e-05
680,2.7238456342202174e-06
685,5.447691268440435e-06
686,2.7238456342202174e-06
687,2.7238456342202174e-06
688,5.447691268440435e-06
689,5.447691268440435e-06
690,2.7238456342202174e-06
693,2.7238456342202174e-06
696,5.447691268440435e-06
698,5.447691268440435e-06
699,2.7238456342202174e-06
700,2.7238456342202174e-06
701,5.447691268440435e-06
704,2.7238456342202174e-06
705,5.447691268440435e-06
709,8.171536902660652e-06
710,2.7238456342202174e-06
713,2.7238456342202174e-06
714,1.089538253688087e-05
719,5.447691268440435e-06
723,5.447691268440435e-06
724,2.7238456342202174e-06
727,2.7238456342202174e-06
728,5.447691268440435e-06
729,2.7238456342202174e-06
731,5.447691268440435e-06
732,8.171536902660652e-06
733,2.7238456342202174e-06
734,2.7238456342202174e-06
735,5.447691268440435e-06
736,2.7238456342202174e-06
737,8.171536902660652e-06
738,5.447691268440435e-06
739,5.447691268440435e-06
740,2.7238456342202174e-06
743,5.447691268440435e-06
744,2.7238456342202174e-06
750,5.447691268440435e-06
751,5.447691268440435e-06
752,2.7238456342202174e-06
754,2.7238456342202174e-06
755,5.447691268440435e-06
756,8.171536902660652e-06
757,2.7238456342202174e-06
759,5.447691268440435e-06
760,2.7238456342202174e-06
765,5.447691268440435e-06
767,2.7238456342202174e-06
774,2.7238456342202174e-06
775,2.7238456342202174e-06
777,5.447691268440435e-06
778,2.7238456342202174e-06
780,2.7238456342202174e-06
781,5.447691268440435e-06
782,2.7238456342202174e-06
783,5.447691268440435e-06
786,2.7238456342202174e-06
788,2.7238456342202174e-06
790,2.7238456342202174e-06
791,2.7238456342202174e-06
792,2.7238456342202174e-06
793,2.7238456342202174e-06
794,2.7238456342202174e-06
796,2.7238456342202174e-06
798,5.447691268440435e-06
800,5.447691268440435e-06
801,2.7238456342202174e-06
805,2.7238456342202174e-06
807,2.7238456342202174e-06
809,2.7238456342202174e-06
816,2.7238456342202174e-06
817,2.7238456342202174e-06
818,5.447691268440435e-06
819,2.7238456342202174e-06
820,2.7238456342202174e-06
823,5.447691268440435e-06
824,2.7238456342202174e-06
828,2.7238456342202174e-06
829,5.447691268440435e-06
831,2.7238456342202174e-06
836,5.447691268440435e-06
837,5.447691268440435e-06
842,2.7238456342202174e-06
843,5.447691268440435e-06
846,2.7238456342202174e-06
852,2.7238456342202174e-06
853,2.7238456342202174e-06
854,2.7238456342202174e-06
855,2.7238456342202174e-06
856,2.7238456342202174e-06
857,2.7238456342202174e-06
859,2.7238456342202174e-06
861,2.7238456342202174e-06
862,5.447691268440435e-06
863,8.171536902660652e-06
870,5.447691268440435e-06
875,2.7238456342202174e-06
876,2.7238456342202174e-06
880,2.7238456342202174e-06
882,2.7238456342202174e-06
883,5.447691268440435e-06
884,2.7238456342202174e-06
886,8.171536902660652e-06
887,2.7238456342202174e-06
888,5.447691268440435e-06
890,2.7238456342202174e-06
896,2.7238456342202174e-06
899,2.7238456342202174e-06
903,2.7238456342202174e-06
904,2.7238456342202174e-06
905,2.7238456342202174e-06
907,5.447691268440435e-06
908,2.7238456342202174e-06
911,2.7238456342202174e-06
914,5.447691268440435e-06
917,2.7238456342202174e-06
922,2.7238456342202174e-06
923,2.7238456342202174e-06
926,5.447691268440435e-06
928,2.7238456342202174e-06
929,2.7238456342202174e-06
930,2.7238456342202174e-06
937,2.7238456342202174e-06
942,2.7238456342202174e-06
944,2.7238456342202174e-06
945,5.447691268440435e-06
950,2.7238456342202174e-06
951,2.7238456342202174e-06
956,2.7238456342202174e-06
957,2.7238456342202174e-06
959,2.7238456342202174e-06
964,2.7238456342202174e-06
968,2.7238456342202174e-06
969,2.7238456342202174e-06
972,2.7238456342202174e-06
977,2.7238456342202174e-06
984,2.7238456342202174e-06
985,2.7238456342202174e-06
986,2.7238456342202174e-06
992,5.447691268440435e-06
993,2.7238456342202174e-06
995,2.7238456342202174e-06
996,2.7238456342202174e-06
997,2.7238456342202174e-06
1002,2.7238456342202174e-06
1005,5.447691268440435e-06
1007,2.7238456342202174e-06
1010,2.7238456342202174e-06
1014,2.7238456342202174e-06
1017,2.7238456342202174e-06
1018,2.7238456342202174e-06
1019,2.7238456342202174e-06
1020,2.7238456342202174e-06
1021,2.7238456342202174e-06
1024,2.7238456342202174e-06
1030,2.7238456342202174e-06
1031,2.7238456342202174e-06
1032,2.7238456342202174e-06
1036,2.7238456342202174e-06
1040,2.7238456342202174e-06
1044,2.7238456342202174e-06
1045,2.7238456342202174e-06
1050,2.7238456342202174e-06
1051,2.7238456342202174e-06
1052,2.7238456342202174e-06
1056,2.7238456342202174e-06
1060,2.7238456342202174e-06
1066,2.7238456342202174e-06
1070,2.7238456342202174e-06
1073,2.7238456342202174e-06
1078,2.7238456342202174e-06
1082,2.7238456342202174e-06
1083,2.7238456342202174e-06
1084,2.7238456342202174e-06
1085,2.7238456342202174e-06
1087,2.7238456342202174e-06
1092,2.7238456342202174e-06
1095,2.7238456342202174e-06
1101,5.447691268440435e-06
1110,2.7238456342202174e-06
1112,8.171536902660652e-06
1113,5.447691268440435e-06
1120,2.7238456342202174e-06
1126,2.7238456342202174e-06
1127,2.7238456342202174e-06
1132,2.7238456342202174e-06
1135,2.7238456342202174e-06
1137,2.7238456342202174e-06
1141,2.7238456342202174e-06
1142,5.447691268440435e-06
1143,2.7238456342202174e-06
1147,2.7238456342202174e-06
1149,2.7238456342202174e-06
1152,2.7238456342202174e-06
1153,5.447691268440435e-06
1154,5.447691268440435e-06
1163,2.7238456342202174e-06
1164,2.7238456342202174e-06
1165,5.447691268440435e-06
1166,2.7238456342202174e-06
1179,2.7238456342202174e-06
1180,2.7238456342202174e-06
1196,2.7238456342202174e-06
1203,2.7238456342202174e-06
1204,2.7238456342202174e-06
1205,2.7238456342202174e-06
1212,2.7238456342202174e-06
1216,2.7238456342202174e-06
1225,2.7238456342202174e-06
1234,2.7238456342202174e-06
1236,5.447691268440435e-06
1237,2.7238456342202174e-06
1245,2.7238456342202174e-06
1246,2.7238456342202174e-06
1247,2.7238456342202174e-06
1255,2.7238456342202174e-06
1258,2.7238456342202174e-06
1267,2.7238456342202174e-06
1270,2.7238456342202174e-06
1278,2.7238456342202174e-06
1280,2.7238456342202174e-06
1282,2.7238456342202174e-06
1286,2.7238456342202174e-06
1287,2.7238456342202174e-06
1305,2.7238456342202174e-06
1306,2.7238456342202174e-06
1316,2.7238456342202174e-06
1329,2.7238456342202174e-06
1331,2.7238456342202174e-06
1332,2.7238456342202174e-06
1345,2.7238456342202174e-06
1359,2.7238456342202174e-06
1371,2.7238456342202174e-06
1378,2.7238456342202174e-06
1384,2.7238456342202174e-06
1385,2.7238456342202174e-06
1394,2.7238456342202174e-06
1397,2.7238456342202174e-06
1401,2.7238456342202174e-06
1402,2.7238456342202174e-06
1411,2.7238456342202174e-06
1412,2.7238456342202174e-06
1419,2.7238456342202174e-06
1423,2.7238456342202174e-06
1429,2.7238456342202174e-06
1430,2.7238456342202174e-06
1441,2.7238456342202174e-06
1453,2.7238456342202174e-06
1468,2.7238456342202174e-06
1475,2.7238456342202174e-06
1493,2.7238456342202174e-06
1504,2.7238456342202174e-06
1510,5.447691268440435e-06
1526,2.7238456342202174e-06
1535,2.7238456342202174e-06
1547,2.7238456342202174e-06
1548,2.7238456342202174e-06
1559,2.7238456342202174e-06
1562,2.7238456342202174e-06
1569,2.7238456342202174e-06
1580,2.7238456342202174e-06
1581,2.7238456342202174e-06
1596,2.7238456342202174e-06
1613,2.7238456342202174e-06
1626,2.7238456342202174e-06
1641,2.7238456342202174e-06
1650,2.7238456342202174e-06
1651,2.7238456342202174e-06
1652,2.7238456342202174e-06
1653,2.7238456342202174e-06
1655,2.7238456342202174e-06
1657,2.7238456342202174e-06
1671,2.7238456342202174e-06
1678,2.7238456342202174e-06
1684,2.7238456342202174e-06
1690,2.7238456342202174e-06
1702,2.7238456342202174e-06
1706,2.7238456342202174e-06
1719,2.7238456342202174e-06
1724,2.7238456342202174e-06
1725,2.7238456342202174e-06
1729,2.7238456342202174e-06
1730,2.7238456342202174e-06
1740,2.7238456342202174e-06
1762,2.7238456342202174e-06
1764,2.7238456342202174e-06
1771,5.447691268440435e-06
1784,2.7238456342202174e-06
1808,2.7238456342202174e-06
1809,2.7238456342202174e-06
1813,2.7238456342202174e-06
1816,2.7238456342202174e-06
1826,2.7238456342202174e-06
1831,2.7238456342202174e-06
1853,2.7238456342202174e-06
1881,2.7238456342202174e-06
1886,5.447691268440435e-06
1903,2.7238456342202174e-06
1944,2.7238456342202174e-06
1947,2.7238456342202174e-06
1978,5.447691268440435e-06
1995,2.7238456342202174e-06
2014,5.447691268440435e-06
2022,2.7238456342202174e-06
2055,2.7238456342202174e-06
2081,2.7238456342202174e-06
2093,2.7238456342202174e-06
2122,2.7238456342202174e-06
2158,2.7238456342202174e-06
2161,2.7238456342202174e-06
2163,2.7238456342202174e-06
2165,2.7238456342202174e-06
2189,2.7238456342202174e-06
2208,2.7238456342202174e-06
2209,2.7238456342202174e-06
2215,2.7238456342202174e-06
2222,2.7238456342202174e-06
2309,2.7238456342202174e-06
2319,2.7238456342202174e-06
2338,2.7238456342202174e-06
2373,2.7238456342202174e-06
2375,2.7238456342202174e-06
2444,2.7238456342202174e-06
2498,2.7238456342202174e-06
2524,2.7238456342202174e-06
2526,2.7238456342202174e-06
2541,2.7238456342202174e-06
2544,2.7238456342202174e-06
2559,2.7238456342202174e-06
2561,2.7238456342202174e-06
2563,2.7238456342202174e-06
2588,2.7238456342202174e-06
2589,5.447691268440435e-06
2595,2.7238456342202174e-06
2598,2.7238456342202174e-06
2666,2.7238456342202174e-06
2712,2.7238456342202174e-06
2753,2.7238456342202174e-06
2770,2.7238456342202174e-06
2789,2.7238456342202174e-06
2825,2.7238456342202174e-06
2856,2.7238456342202174e-06
2880,2.7238456342202174e-06
2951,2.7238456342202174e-06
2974,2.7238456342202174e-06
2991,2.7238456342202174e-06
3031,2.7238456342202174e-06
3067,2.7238456342202174e-06
3074,2.7238456342202174e-06
3100,2.7238456342202174e-06
3170,2.7238456342202174e-06
3211,2.7238456342202174e-06
3284,2.7238456342202174e-06
3309,2.7238456342202174e-06
3366,2.7238456342202174e-06
3458,2.7238456342202174e-06
3606,2.7238456342202174e-06
3626,2.7238456342202174e-06
3646,2.7238456342202174e-06
3670,2.7238456342202174e-06
3733,2.7238456342202174e-06
3748,2.7238456342202174e-06
3831,2.7238456342202174e-06
3896,2.7238456342202174e-06
3944,2.7238456342202174e-06
3973,2.7238456342202174e-06
4017,2.7238456342202174e-06
4117,2.7238456342202174e-06
4194,2.7238456342202174e-06
4231,2.7238456342202174e-06
4323,2.7238456342202174e-06
4407,2.7238456342202174e-06
4720,2.7238456342202174e-06
5338,2.7238456342202174e-06
5521,2.7238456342202174e-06
5864,2.7238456342202174e-06
6130,2.7238456342202174e-06
7656,2.7238456342202174e-06
8381,2.7238456342202174e-06
8423,2.7238456342202174e-06
11289,2.7238456342202174e-06
13525,2.7238456342202174e-06
13966,2.7238456342202174e-06
15576,2.7238456342202174e-06
20617,2.7238456342202174e-06
