dist,flown_mean,flown_lower,flown_upper
5.000000000000001,20.537477148080438,12.276873857404022,34.29465265082265
5.436938852923627,15.99833472106578,12.779808492922566,19.63717735220649
5.912060818086099,16.389543446244478,13.125,20.05607511045655
6.428702632539951,17.029158383035124,13.70294897282969,20.935818422796554
6.9904926233497715,16.77413793103448,13.772902298850575,20.18566091954023
7.601376188993278,16.925296239052035,14.018006182380217,20.313395157135496
8.265643507525217,15.572705882352942,13.047058823529412,18.41004705882353
8.987959666095955,15.466495945369184,13.122727272727273,18.03548868971404
9.773397423421516,16.566322478157268,13.852601270849881,19.609451945988877
10.627472835292822,15.754873646209386,13.217436823104693,18.585631768953068
11.556183993318797,16.05082508250825,13.306980198019804,19.13108910891089
12.56605314896181,15.845016267376517,13.167968056787933,18.83881987577639
13.664172518698754,15.183017312448476,12.846633690574334,17.842017037647707
14.858254091992906,15.01467937161988,12.778650527942315,17.53853978882307
16.156683791873544,13.779783393501805,11.852442839951866,15.883802647412756
17.568580368487744,12.846311943366066,11.151575702215117,14.709328613838776
19.103859439228465,12.699784017278617,11.049168466522678,14.542861771058314
20.773303125186597,12.363062512726533,10.515363469761759,14.612512726532275
22.588635772977366,12.428047131543364,10.545740776511494,14.619094069924667
24.562606293728226,13.033508049419693,10.812963309621864,15.516229876450767
26.709077697487487,13.365401906131991,10.952328717856501,16.13496673260205
29.043124451845134,12.52858384013901,10.257940920938315,15.1903909643788
31.581138348506613,11.146875526360114,9.190138116894055,13.401237998989384
34.34094362131039,11.420106847984458,9.334045653229724,13.77741622146673
37.34192212415244,10.91304347826087,9.165287267080746,12.942166149068322
40.60514944793054,11.28214016578749,9.657852298417483,13.231657874905801
44.15354293244479,12.05330829240104,10.573237503611672,13.817754984108639
48.01202261272812,12.680354380537196,11.243756152439882,14.261911123611306
52.20768623011786,12.264042640426405,11.00190651906519,13.626076260762607
56.76999953715474,12.528130428972338,11.126252839770146,14.057390084190828
61.7310032328026,11.95006468305304,10.628686934023285,13.437283311772315
67.12553798127564,11.889774567193921,10.36180097147839,13.693797484120063
72.99148909475964,12.008025874460948,10.318022280785817,13.956037374221369
79.37005259841,11.447963281698222,10.000699942627653,13.190975329890993
86.30602454617745,10.903168819697472,9.513277023296897,12.607353428287508
93.84811561929851,11.971585606139168,10.23559576895157,14.084330602509594
102.04929321684658,11.234361233480175,9.932618697993147,12.819187469407732
110.96715344081365,11.461259079903147,10.097783572359843,13.150828832184764
120.66432558813952,12.123639873639874,10.531831344331346,14.048946998946997
131.2089119903965,11.37760656561427,10.143400887697847,12.818863579264717
142.6749662900847,11.330038265306122,10.014349489795919,12.89027024872449
155.1430135124261,11.037518573551264,9.783781575037148,12.529569093610698
168.700615585073,10.117692469646993,9.261828900273702,11.092441574847356
183.44298627732334,9.762556172349987,8.985699180544541,10.634377478191912
199.47365987750283,9.491568983890177,8.778884849244657,10.236629474080111
216.90521830457362,9.404675293696702,8.715230484823186,10.19220585604389
235.86008176040355,10.111240762349281,9.196788353614492,11.102322609323775
256.4713684753763,10.411441315284478,9.431984855557284,11.473704683367044
278.8838295852531,10.393069258332106,9.450188975604966,11.423172826780544
303.25486570483895,9.896330998654854,9.057203488102417,10.868020316341203
329.7556323377549,9.506859522244138,8.698255533640149,10.419289940828403
358.5722418855077,9.623233843324137,8.783646852269877,10.555549285176824
389.9070706974492,9.286092608939892,8.478703555091887,10.17304590321804
423.9801803409203,9.352112143882717,8.563662812665306,10.235214992820977
461.0308630730232,9.204623690980904,8.461881726274596,10.050492807189187
501.31932236772616,8.582294708354105,7.998210597535788,9.22389252902215
545.1285003004871,8.80682479378444,8.175444090769073,9.502012526953486
592.7660646239416,8.594167719624926,7.972419698078075,9.2842538405267
644.5665694897093,8.168363351605326,7.556184742886974,8.845678347689898
700.8938049908596,7.972761417795032,7.406145251396648,8.58526339046176
762.1433520256562,8.355914174568442,7.5902306710430345,9.272580841235106
828.7453604251473,8.14332266682324,7.416001233009424,8.987603851686579
901.1675698551358,8.459425894041605,7.482953230404471,9.6520421123938
979.918594708031,8.590516298402976,7.603717731349814,9.787073397506015
1065.5514960540831,8.566846634949485,7.591246592184743,9.735338376008977
1158.6676657374687,8.096921949432026,7.256459718368843,9.123896770140814
1259.9210498948742,8.04332129963899,7.231578206211434,9.037451673195585
1370.022741557954,7.221653144016227,6.687415060851928,7.8200380324543595
1489.7459745930757,6.724756574407729,6.273427636791127,7.244128395818957
1619.931554050334,6.565610620405141,6.005804728407468,7.238992172211351
1761.4937610586426,6.3484634902734705,5.787757259656048,7.025236819847758
1915.4267737364607,5.933774630541872,5.408680726600985,6.551851908866995
2082.8116492115837,5.565889433354162,5.064547637057257,6.1994343407767944
2264.82391578408,5.6083510805432395,5.070221345529449,6.289372621582935
2462.7418285514163,5.216224905336858,4.934655640494391,5.5286507823104944
2677.9553464742753,5.097737328680887,4.830680959746753,5.375200546782258
2911.9758939281087,5.059498466534368,4.797167598773228,5.337835107342594
3166.4469752949494,4.972811253411716,4.726508153124781,5.238109734761005
3443.155717140723,5.014187432107706,4.752129760689951,5.287448566443925
3744.0454190377027,5.099466360443124,4.788420359362334,5.421463793569305
4071.2292011753625,4.772752004062534,4.461959084478944,5.097707570096848
4427.004844605506,4.43182731290405,4.131697651484714,4.7474085978304545
4813.870928343361,3.986962283749418,3.736666786059673,4.26592105734446
5234.544376653911,3.778034260721662,3.6011693597375776,3.9728556675981044
5691.9795397565085,3.785026788677635,3.653852354084681,3.924592243136883
6189.388941949703,3.682357988338761,3.56925079464129,3.8005128605136402
6730.265842868441,3.5491748846166615,3.4645208686124116,3.638311418800013
7318.408770319236,3.4301794993594448,3.364033913431504,3.5005729009226867
7957.948196985138,3.476770342444235,3.410038956958844,3.5442796104304115
8653.375548348406,3.5637130179333063,3.4936121046744595,3.635373108644616
9409.57474555095,3.879221921019855,3.7936167484797423,3.9728099738686593
10231.856504714984,4.119673236712517,4.024990138569011,4.2219954446551045
11125.99563360485,4.229240230696798,4.121468190913371,4.340543343926554
12098.27158756097,4.262099387828592,4.140866942743968,4.389543572200216
13155.512569526452,4.175488888888889,4.055933333333333,4.3030277777777775
14305.143483876705,4.239854775428939,4.089914797681091,4.402295485155472
15555.238080827305,4.166503209700428,3.9653998751783166,4.380139978601997
16914.575657625428,4.602561509942703,4.320225817323896,4.910087630603303
18392.702714731986,5.065175589515231,4.686969942313531,5.498411091994736
20000.0,5.041207075962539,4.367502601456816,5.810915712799166
